Scenario,Class,Technology,Year,Value
Conservative,7,Technology 1,2029,3328.4885333333295
Conservative,7,Technology 1,2030,3333.0047999999997
Conservative,7,Technology 1,2031,3337.06944
Conservative,7,Technology 1,2032,3341.1340800000003
Conservative,7,Technology 1,2033,3345.19872
Conservative,7,Technology 1,2034,3349.26336
Conservative,7,Technology 1,2035,3353.328
Conservative,7,Technology 1,2036,3357.39264
Conservative,7,Technology 1,2037,3361.45728
Conservative,7,Technology 1,2038,3365.5219199999997
Conservative,7,Technology 1,2039,3369.58656
Conservative,7,Technology 1,2040,3373.6512000000002
Conservative,7,Technology 1,2041,3377.71584
Conservative,7,Technology 1,2042,3381.7804799999913
Conservative,7,Technology 1,2043,3385.8451199999913
Conservative,7,Technology 1,2044,3389.909759999991
Conservative,7,Technology 1,2045,3393.9743999999914
Conservative,7,Technology 1,2046,3398.0390399999915
Conservative,7,Technology 1,2047,3402.103679999991
Conservative,7,Technology 1,2048,3406.168319999991
Conservative,7,Technology 1,2049,3410.23296
Conservative,7,Technology 1,2050,3414.2975999999912
Advanced,8,Technology 2,2022,3022.8535392592544
Advanced,8,Technology 2,2023,3073.0097303703687
Advanced,8,Technology 2,2024,3123.5249733333267
Advanced,8,Technology 2,2025,3174.399268148145
Advanced,8,Technology 2,2026,3225.6326148148073
Advanced,8,Technology 2,2027,3277.2250133333296
Advanced,8,Technology 2,2028,3329.1764637036954
Advanced,8,Technology 2,2029,3381.4869659259216
Advanced,8,Technology 2,2030,3434.15652
Advanced,8,Technology 2,2031,3436.4639039999997
Advanced,8,Technology 2,2032,3438.771288
Advanced,8,Technology 2,2033,3441.0786719999996
Advanced,8,Technology 2,2034,3443.386056
Advanced,8,Technology 2,2035,3445.69344
Advanced,8,Technology 2,2036,3448.000824
Advanced,8,Technology 2,2037,3450.3082080000004
Advanced,8,Technology 2,2038,3452.615592
Advanced,8,Technology 2,2039,3454.9229760000003
Advanced,8,Technology 2,2040,3457.23036
Advanced,8,Technology 2,2041,3459.537744
Advanced,8,Technology 2,2042,3461.845128
Advanced,8,Technology 2,2043,3464.152512
Advanced,8,Technology 2,2044,3466.4598960000003
Advanced,8,Technology 2,2045,3468.76728
Advanced,8,Technology 2,2046,3471.074664
Advanced,8,Technology 2,2047,3473.382048
Advanced,8,Technology 2,2048,3475.689432
Advanced,8,Technology 2,2049,3477.996816
Advanced,8,Technology 2,2050,3480.3042
Moderate,8,Technology 2,2022,2995.8946933333323
Moderate,8,Technology 2,2023,3018.7329866666646
Moderate,8,Technology 2,2024,3041.571279999997
Moderate,8,Technology 2,2025,3064.4095733333293
Moderate,8,Technology 2,2026,3087.2478666666616
Moderate,8,Technology 2,2027,3110.086159999994
Moderate,8,Technology 2,2028,3132.9244533333267
Moderate,8,Technology 2,2029,3155.762746666659
Moderate,8,Technology 2,2030,3178.60104
Moderate,8,Technology 2,2031,3181.170348
Moderate,8,Technology 2,2032,3183.739655999991
Moderate,8,Technology 2,2033,3186.308964
Moderate,8,Technology 2,2034,3188.878272
Moderate,8,Technology 2,2035,3191.4475799999914
Moderate,8,Technology 2,2036,3194.016888
Moderate,8,Technology 2,2037,3196.5861959999997
Moderate,8,Technology 2,2038,3199.155504
Moderate,8,Technology 2,2039,3201.724812
Moderate,8,Technology 2,2040,3204.2941199999996
Moderate,8,Technology 2,2041,3206.863428
Moderate,8,Technology 2,2042,3209.432736
Moderate,8,Technology 2,2043,3212.002043999991
Moderate,8,Technology 2,2044,3214.571352
Moderate,8,Technology 2,2045,3217.14066
Moderate,8,Technology 2,2046,3219.7099679999915
Moderate,8,Technology 2,2047,3222.279276
Moderate,8,Technology 2,2048,3224.848584
Moderate,8,Technology 2,2049,3227.417892
Moderate,8,Technology 2,2050,3229.9872
Conservative,8,Technology 2,2022,2977.134666666662
Conservative,8,Technology 2,2023,2981.2129333333323
Conservative,8,Technology 2,2024,2985.291199999994
Conservative,8,Technology 2,2025,2989.3694666666647
Conservative,8,Technology 2,2026,2993.4477333333266
Conservative,8,Technology 2,2027,2997.525999999997
Conservative,8,Technology 2,2028,3001.604266666659
Conservative,8,Technology 2,2029,3005.6825333333295
Conservative,8,Technology 2,2030,3009.7608
Conservative,8,Technology 2,2031,3013.4312399999912
Conservative,8,Technology 2,2032,3017.10168
Conservative,8,Technology 2,2033,3020.7721199999914
Conservative,8,Technology 2,2034,3024.44256
Conservative,8,Technology 2,2035,3028.112999999991
Conservative,8,Technology 2,2036,3031.78344
Conservative,8,Technology 2,2037,3035.4538799999914
Conservative,8,Technology 2,2038,3039.1243200000004
Conservative,8,Technology 2,2039,3042.7947599999916
Conservative,8,Technology 2,2040,3046.4652
Conservative,8,Technology 2,2041,3050.1356399999913
Conservative,8,Technology 2,2042,3053.80608
Conservative,8,Technology 2,2043,3057.4765199999997
Conservative,8,Technology 2,2044,3061.14696
Conservative,8,Technology 2,2045,3064.8174
Conservative,8,Technology 2,2046,3068.48784
Conservative,8,Technology 2,2047,3072.15828
Conservative,8,Technology 2,2048,3075.82872
Conservative,8,Technology 2,2049,3079.49916
Conservative,8,Technology 2,2050,3083.1696
Advanced,9,Technology 3,2022,2922.3841259259216
Advanced,9,Technology 3,2023,2971.4093037037037
Advanced,9,Technology 3,2024,3020.7935333333294
Advanced,9,Technology 3,2025,3070.536814814807
Advanced,9,Technology 3,2026,3120.639148148145
Advanced,9,Technology 3,2027,3171.1005333333264
Advanced,9,Technology 3,2028,3221.9209703703687
Advanced,9,Technology 3,2029,3273.100459259254
Advanced,9,Technology 3,2030,3324.639
Advanced,9,Technology 3,2031,3326.8727999999915
Advanced,9,Technology 3,2032,3329.1066
Advanced,9,Technology 3,2033,3331.3404
Advanced,9,Technology 3,2034,3333.5741999999914
Advanced,9,Technology 3,2035,3335.807999999991
Advanced,9,Technology 3,2036,3338.0418
Advanced,9,Technology 3,2037,3340.2756
Advanced,9,Technology 3,2038,3342.5094
Advanced,9,Technology 3,2039,3344.7432
Advanced,9,Technology 3,2040,3346.977
Advanced,9,Technology 3,2041,3349.210799999991
Advanced,9,Technology 3,2042,3351.4446000000003
Advanced,9,Technology 3,2043,3353.6784000000002
Advanced,9,Technology 3,2044,3355.9121999999916
Advanced,9,Technology 3,2045,3358.146
Advanced,9,Technology 3,2046,3360.3797999999997
Advanced,9,Technology 3,2047,3362.6135999999997
Advanced,9,Technology 3,2048,3364.8473999999997
Advanced,9,Technology 3,2049,3367.0812
Advanced,9,Technology 3,2050,3369.315
Moderate,9,Technology 3,2022,2895.7931999999996
Moderate,9,Technology 3,2023,2917.8684
Moderate,9,Technology 3,2024,2939.9436
Moderate,9,Technology 3,2025,2962.0188
Moderate,9,Technology 3,2026,2984.094
Moderate,9,Technology 3,2027,3006.1692
Moderate,9,Technology 3,2028,3028.2444
Moderate,9,Technology 3,2029,3050.3196000000003
Moderate,9,Technology 3,2030,3072.3948
Moderate,9,Technology 3,2031,3074.87826
Moderate,9,Technology 3,2032,3077.3617200000003
Moderate,9,Technology 3,2033,3079.8451800000003
Moderate,9,Technology 3,2034,3082.32864
Moderate,9,Technology 3,2035,3084.8121
Moderate,9,Technology 3,2036,3087.29556
Moderate,9,Technology 3,2037,3089.77902
Moderate,9,Technology 3,2038,3092.26248
Moderate,9,Technology 3,2039,3094.7459400000002
Moderate,9,Technology 3,2040,3097.2294
Moderate,9,Technology 3,2041,3099.71286
Moderate,9,Technology 3,2042,3102.19632
Moderate,9,Technology 3,2043,3104.67978
Moderate,9,Technology 3,2044,3107.16324
Moderate,9,Technology 3,2045,3109.6467
Moderate,9,Technology 3,2046,3112.13016
Moderate,9,Technology 3,2047,3114.61362
Moderate,9,Technology 3,2048,3117.09708
Moderate,9,Technology 3,2049,3119.58054
Moderate,9,Technology 3,2050,3122.064
Conservative,9,Technology 3,2022,2877.6600000000003
Conservative,9,Technology 3,2023,2881.6020000000003
Conservative,9,Technology 3,2024,2885.5440000000003
Conservative,9,Technology 3,2025,2889.486
Conservative,9,Technology 3,2026,2893.428
Conservative,9,Technology 3,2027,2897.37
Conservative,9,Technology 3,2028,2901.312
Conservative,9,Technology 3,2029,2905.254
Conservative,9,Technology 3,2030,2909.196
Conservative,9,Technology 3,2031,2912.7437999999997
Conservative,9,Technology 3,2032,2916.2916
Conservative,9,Technology 3,2033,2919.8394
Conservative,9,Technology 3,2034,2923.3872
Conservative,9,Technology 3,2035,2926.935
Conservative,9,Technology 3,2036,2930.4827999999998
Conservative,9,Technology 3,2037,2934.0306
Conservative,9,Technology 3,2038,2937.5784000000003
Conservative,9,Technology 3,2039,2941.1262
Conservative,9,Technology 3,2040,2944.674
Conservative,9,Technology 3,2041,2948.2218
Conservative,9,Technology 3,2042,2951.7695999999996
Conservative,9,Technology 3,2043,2955.3174000000004
Conservative,9,Technology 3,2044,2958.8652
Conservative,9,Technology 3,2045,2962.413
Conservative,9,Technology 3,2046,2965.9608
Conservative,9,Technology 3,2047,2969.5085999999997
Conservative,9,Technology 3,2048,2973.0564000000004
Conservative,9,Technology 3,2049,2976.6042
Conservative,9,Technology 3,2050,2980.152
Advanced,10,Technology 4,2022,2305.2148725925895
Advanced,10,Technology 4,2023,2347.2923970370302
Advanced,10,Technology 4,2024,2389.7289733333328
Advanced,10,Technology 4,2025,2432.5246014814775
Advanced,10,Technology 4,2026,2475.6792814814744
Advanced,10,Technology 4,2027,2519.1930133333326
Advanced,10,Technology 4,2028,2563.0657970370335
Advanced,10,Technology 4,2029,2607.2976325925865
Advanced,10,Technology 4,2030,2651.8885200000004
Advanced,10,Technology 4,2031,2653.6703039999998
Advanced,10,Technology 4,2032,2655.452088
Advanced,10,Technology 4,2033,2657.233872
Advanced,10,Technology 4,2034,2659.015656
Advanced,10,Technology 4,2035,2660.7974400000003
Advanced,10,Technology 4,2036,2662.5792239999996
Advanced,10,Technology 4,2037,2664.361008
Advanced,10,Technology 4,2038,2666.142792
Advanced,10,Technology 4,2039,2667.924576
Advanced,10,Technology 4,2040,2669.70636
Advanced,10,Technology 4,2041,2671.4881439999913
Advanced,10,Technology 4,2042,2673.2699279999997
Advanced,10,Technology 4,2043,2675.051712
Advanced,10,Technology 4,2044,2676.8334959999997
Advanced,10,Technology 4,2045,2678.61528
Advanced,10,Technology 4,2046,2680.3970639999916
Advanced,10,Technology 4,2047,2682.178848
Advanced,10,Technology 4,2048,2683.960631999991
Advanced,10,Technology 4,2049,2685.7424159999914
Advanced,10,Technology 4,2050,2687.5242
Moderate,10,Technology 4,2022,2280.884026666659
Moderate,10,Technology 4,2023,2298.271653333327
Moderate,10,Technology 4,2024,2315.6592799999944
Moderate,10,Technology 4,2025,2333.0469066666615
Moderate,10,Technology 4,2026,2350.4345333333295
Moderate,10,Technology 4,2027,2367.822159999997
Moderate,10,Technology 4,2028,2385.2097866666645
Moderate,10,Technology 4,2029,2402.5974133333325
Moderate,10,Technology 4,2030,2419.98504
Moderate,10,Technology 4,2031,2421.941148
Moderate,10,Technology 4,2032,2423.8972559999916
Moderate,10,Technology 4,2033,2425.853364
Moderate,10,Technology 4,2034,2427.809472
Moderate,10,Technology 4,2035,2429.76558
Moderate,10,Technology 4,2036,2431.721688
Moderate,10,Technology 4,2037,2433.677796
Moderate,10,Technology 4,2038,2435.6339040000003
Moderate,10,Technology 4,2039,2437.590012
Moderate,10,Technology 4,2040,2439.54612
Moderate,10,Technology 4,2041,2441.5022280000003
Moderate,10,Technology 4,2042,2443.458336
Moderate,10,Technology 4,2043,2445.414444
Moderate,10,Technology 4,2044,2447.3705520000003
Moderate,10,Technology 4,2045,2449.32666
Moderate,10,Technology 4,2046,2451.282768
Moderate,10,Technology 4,2047,2453.2388760000003
Moderate,10,Technology 4,2048,2455.194984
Moderate,10,Technology 4,2049,2457.151092
Moderate,10,Technology 4,2050,2459.1072000000004
Conservative,10,Technology 4,2022,2266.6013333333294
Conservative,10,Technology 4,2023,2269.706266666659
Conservative,10,Technology 4,2024,2272.811199999997
Conservative,10,Technology 4,2025,2275.916133333327
Conservative,10,Technology 4,2026,2279.021066666665
Conservative,10,Technology 4,2027,2282.1259999999943
Conservative,10,Technology 4,2028,2285.2309333333324
Conservative,10,Technology 4,2029,2288.335866666662
Conservative,10,Technology 4,2030,2291.4408
Conservative,10,Technology 4,2031,2294.23524
Conservative,10,Technology 4,2032,2297.02968
Conservative,10,Technology 4,2033,2299.8241199999916
Conservative,10,Technology 4,2034,2302.61856
Conservative,10,Technology 4,2035,2305.413
Conservative,10,Technology 4,2036,2308.20744
Conservative,10,Technology 4,2037,2311.0018799999916
Conservative,10,Technology 4,2038,2313.79632
Conservative,10,Technology 4,2039,2316.59076
Conservative,10,Technology 4,2040,2319.3852
Conservative,10,Technology 4,2041,2322.1796400000003
Conservative,10,Technology 4,2042,2324.97408
Conservative,10,Technology 4,2043,2327.76852
Conservative,10,Technology 4,2044,2330.56296
Conservative,10,Technology 4,2045,2333.3574000000003
Conservative,10,Technology 4,2046,2336.15184
Conservative,10,Technology 4,2047,2338.94628
Conservative,10,Technology 4,2048,2341.7407200000002
Conservative,10,Technology 4,2049,2344.5351600000004
Conservative,10,Technology 4,2050,2347.3295999999996
